Comment_volume,Question_en,Difficulty,Description,No_thumb,Img_link,No_pass,Relevant_tag,Similar_q_link,No_handover
评论 (398),super-ugly-number,中等,"超级丑数 是一个正整数，并满足其所有质因数都出现在质数数组 primes 中。
给你一个整数 n 和一个整数数组 primes ，返回第 n 个 超级丑数 。
题目数据保证第 n 个 超级丑数 在 32-bit 带符号整数范围内。
  示例 1：
输入：n = 12, primes = [2,7,13,19]
输出：32 
解释：给定长度为 4 的质数数组 primes = [2,7,13,19]，前 12 个超级丑数序列为：[1,2,4,7,8,13,14,16,19,26,28,32] 。
示例 2：
输入：n = 1, primes = [2,3,5]
输出：1
解释：1 不含质因数，因此它的所有质因数都在质数数组 primes = [2,3,5] 中。
  提示：
1 <= n <= 106
1 <= primes.length <= 100
2 <= primes[i] <= 1000
题目数据 保证 primes[i] 是一个质数
primes 中的所有值都 互不相同 ，且按 递增顺序 排列",314,,48468,"['https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/math/', 'https://leetcode.cn/tag/dynamic-programming/']",['https://leetcode.cn/problems/ugly-number-ii/'],81788
评论 (56),binary-tree-vertical-order-traversal,Unknown,,-1,,-1,[],[],-1
评论 (484),count-of-smaller-numbers-after-self,困难,"给你一个整数数组 nums ，按要求返回一个新数组 counts 。数组 counts 有该性质： counts[i] 的值是  nums[i] 右侧小于 nums[i] 的元素的数量。
  示例 1：
输入：nums = [5,2,6,1]
输出：[2,1,1,0] 
解释：
5 的右侧有 2 个更小的元素 (2 和 1)
2 的右侧仅有 1 个更小的元素 (1)
6 的右侧有 1 个更小的元素 (1)
1 的右侧有 0 个更小的元素
示例 2：
输入：nums = [-1]
输出：[0]
示例 3：
输入：nums = [-1,-1]
输出：[0,0]
  提示：
1 <= nums.length <= 105
-104 <= nums[i] <= 104",815,,62136,"['https://leetcode.cn/tag/binary-indexed-tree/', 'https://leetcode.cn/tag/segment-tree/', 'https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/binary-search/', 'https://leetcode.cn/tag/divide-and-conquer/', 'https://leetcode.cn/tag/ordered-set/', 'https://leetcode.cn/tag/merge-sort/']","['https://leetcode.cn/problems/count-of-range-sum/', 'https://leetcode.cn/problems/queue-reconstruction-by-height/', 'https://leetcode.cn/problems/reverse-pairs/']",146646
评论 (410),remove-duplicate-letters,中等,"给你一个字符串 s ，请你去除字符串中重复的字母，使得每个字母只出现一次。需保证 返回结果的字典序最小（要求不能打乱其他字符的相对位置）。
  示例 1：
输入：s = ""bcabc""
输出：""abc""
示例 2：
输入：s = ""cbacdcbc""
输出：""acdb""
  提示：
1 <= s.length <= 104
s 由小写英文字母组成
  注意：该题与 1081 https://leetcode-cn.com/problems/smallest-subsequence-of-distinct-characters 相同",741,,89067,"['https://leetcode.cn/tag/stack/', 'https://leetcode.cn/tag/greedy/', 'https://leetcode.cn/tag/string/', 'https://leetcode.cn/tag/monotonic-stack/']",[],185936
评论 (35),shortest-distance-from-all-buildings,Unknown,,-1,,-1,[],[],-1
评论 (415),maximum-product-of-word-lengths,中等,"给你一个字符串数组 words ，找出并返回 length(words[i]) * length(words[j]) 的最大值，并且这两个单词不含有公共字母。如果不存在这样的两个单词，返回 0 。
  示例 1：
输入：words = [""abcw"",""baz"",""foo"",""bar"",""xtfn"",""abcdef""]
输出：16 
解释：这两个单词为 ""abcw"", ""xtfn""。
示例 2：
输入：words = [""a"",""ab"",""abc"",""d"",""cd"",""bcd"",""abcd""]
输出：4 
解释：这两个单词为 ""ab"", ""cd""。
示例 3：
输入：words = [""a"",""aa"",""aaa"",""aaaa""]
输出：0 
解释：不存在这样的两个单词。
  提示：
2 <= words.length <= 1000
1 <= words[i].length <= 1000
words[i] 仅包含小写字母",355,,56697,"['https://leetcode.cn/tag/bit-manipulation/', 'https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/string/']",[],76811
评论 (431),bulb-switcher,中等,"初始时有 n 个灯泡处于关闭状态。第一轮，你将会打开所有灯泡。接下来的第二轮，你将会每两个灯泡关闭第二个。
第三轮，你每三个灯泡就切换第三个灯泡的开关（即，打开变关闭，关闭变打开）。第 i 轮，你每 i 个灯泡就切换第 i 个灯泡的开关。直到第 n 轮，你只需要切换最后一个灯泡的开关。
找出并返回 n 轮后有多少个亮着的灯泡。
  示例 1：
输入：n = 3
输出：1 
解释：
初始时, 灯泡状态 [关闭, 关闭, 关闭].
第一轮后, 灯泡状态 [开启, 开启, 开启].
第二轮后, 灯泡状态 [开启, 关闭, 开启].
第三轮后, 灯泡状态 [开启, 关闭, 关闭]. 

你应该返回 1，因为只有一个灯泡还亮着。
示例 2：
输入：n = 0
输出：0
示例 3：
输入：n = 1
输出：1
  提示：
0 <= n <= 109",317,,52519,"['https://leetcode.cn/tag/brainteaser/', 'https://leetcode.cn/tag/math/']","['https://leetcode.cn/problems/bulb-switcher-ii/', 'https://leetcode.cn/problems/minimum-number-of-k-consecutive-bit-flips/']",91578
评论 (28),generalized-abbreviation,Unknown,,-1,,-1,[],[],-1
评论 (313),create-maximum-number,困难,"给定长度分别为 m 和 n 的两个数组，其元素由 0-9 构成，表示两个自然数各位上的数字。现在从这两个数组中选出 k (k <= m + n) 个数字拼接成一个新的数，要求从同一个数组中取出的数字保持其在原数组中的相对顺序。
求满足该条件的最大数。结果返回一个表示该最大数的长度为 k 的数组。
说明: 请尽可能地优化你算法的时间和空间复杂度。
示例 1:
输入:
nums1 = [3, 4, 6, 5]
nums2 = [9, 1, 2, 5, 8, 3]
k = 5
输出:
[9, 8, 6, 5, 3]
示例 2:
输入:
nums1 = [6, 7]
nums2 = [6, 0, 4]
k = 5
输出:
[6, 7, 6, 0, 4]
示例 3:
输入:
nums1 = [3, 9]
nums2 = [8, 9]
k = 3
输出:
[9, 8, 9]",470,,30615,"['https://leetcode.cn/tag/stack/', 'https://leetcode.cn/tag/greedy/', 'https://leetcode.cn/tag/monotonic-stack/']","['https://leetcode.cn/problems/remove-k-digits/', 'https://leetcode.cn/problems/maximum-swap/']",72562
评论 (1.0k),coin-change,中等,"给你一个整数数组 coins ，表示不同面额的硬币；以及一个整数 amount ，表示总金额。
计算并返回可以凑成总金额所需的 最少的硬币个数 。如果没有任何一种硬币组合能组成总金额，返回 -1 。
你可以认为每种硬币的数量是无限的。
  示例 1：
输入：coins = [1, 2, 5], amount = 11
输出：3 
解释：11 = 5 + 5 + 1
示例 2：
输入：coins = [2], amount = 3
输出：-1
示例 3：
输入：coins = [1], amount = 0
输出：0
  提示：
1 <= coins.length <= 12
1 <= coins[i] <= 231 - 1
0 <= amount <= 104",1947,,444404,"['https://leetcode.cn/tag/breadth-first-search/', 'https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/dynamic-programming/']",['https://leetcode.cn/problems/minimum-cost-for-tickets/'],974267
评论 (93),number-of-connected-components-in-an-undirected-graph,Unknown,,-1,,-1,[],[],-1
评论 (177),wiggle-sort-ii,中等,"给你一个整数数组 nums，将它重新排列成 nums[0] < nums[1] > nums[2] < nums[3]... 的顺序。
你可以假设所有输入数组都可以得到满足题目要求的结果。
  示例 1：
输入：nums = [1,5,1,1,6,4]
输出：[1,6,1,5,1,4]
解释：[1,4,1,5,1,6] 同样是符合题目要求的结果，可以被判题程序接受。
示例 2：
输入：nums = [1,3,2,2,3,1]
输出：[2,3,1,3,1,2]
  提示：
1 <= nums.length <= 5 * 104
0 <= nums[i] <= 5000
题目数据保证，对于给定的输入 nums ，总能产生满足题目要求的结果
  进阶：你能用 O(n) 时间复杂度和 / 或原地 O(1) 额外空间来实现吗？",350,,33672,"['https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/divide-and-conquer/', 'https://leetcode.cn/tag/quickselect/', 'https://leetcode.cn/tag/sorting/']","['https://leetcode.cn/problems/sort-colors/', 'https://leetcode.cn/problems/kth-largest-element-in-an-array/', 'https://leetcode.cn/problems/wiggle-sort/']",87212
评论 (69),maximum-size-subarray-sum-equals-k,Unknown,,-1,,-1,[],[],-1
评论 (654),power-of-three,简单,"给定一个整数，写一个函数来判断它是否是 3 的幂次方。如果是，返回 true ；否则，返回 false 。
整数 n 是 3 的幂次方需满足：存在整数 x 使得 n == 3x
  示例 1：
输入：n = 27
输出：true
示例 2：
输入：n = 0
输出：false
示例 3：
输入：n = 9
输出：true
示例 4：
输入：n = 45
输出：false
  提示：
-231 <= n <= 231 - 1
  进阶：你能不使用循环或者递归来完成本题吗？",255,,166328,"['https://leetcode.cn/tag/recursion/', 'https://leetcode.cn/tag/math/']","['https://leetcode.cn/problems/power-of-two/', 'https://leetcode.cn/problems/power-of-four/']",328211
评论 (342),count-of-range-sum,困难,"给你一个整数数组 nums 以及两个整数 lower 和 upper 。求数组中，值位于范围 [lower, upper] （包含 lower 和 upper）之内的 区间和的个数 。
区间和 S(i, j) 表示在 nums 中，位置从 i 到 j 的元素之和，包含 i 和 j (i ≤ j)。
  示例 1：
输入：nums = [-2,5,-1], lower = -2, upper = 2
输出：3
解释：存在三个区间：[0,0]、[2,2] 和 [0,2] ，对应的区间和分别是：-2 、-1 、2 。
示例 2：
输入：nums = [0], lower = 0, upper = 0
输出：1
  提示：
1 <= nums.length <= 105
-231 <= nums[i] <= 231 - 1
-105 <= lower <= upper <= 105
题目数据保证答案是一个 32 位 的整数",439,,30080,"['https://leetcode.cn/tag/binary-indexed-tree/', 'https://leetcode.cn/tag/segment-tree/', 'https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/binary-search/', 'https://leetcode.cn/tag/divide-and-conquer/', 'https://leetcode.cn/tag/ordered-set/', 'https://leetcode.cn/tag/merge-sort/']","['https://leetcode.cn/problems/count-of-smaller-numbers-after-self/', 'https://leetcode.cn/problems/reverse-pairs/']",72557
评论 (832),odd-even-linked-list,中等,"给定单链表的头节点 head ，将所有索引为奇数的节点和索引为偶数的节点分别组合在一起，然后返回重新排序的列表。
第一个节点的索引被认为是 奇数 ， 第二个节点的索引为 偶数 ，以此类推。
请注意，偶数组和奇数组内部的相对顺序应该与输入时保持一致。
你必须在 O(1) 的额外空间复杂度和 O(n) 的时间复杂度下解决这个问题。
  示例 1:
输入: head = [1,2,3,4,5]
输出: [1,3,5,2,4]
示例 2:
输入: head = [2,1,3,5,6,4,7]
输出: [2,3,6,7,1,5,4]
  提示:
n ==  链表中的节点数
0 <= n <= 104
-106 <= Node.val <= 106",584,,161145,['https://leetcode.cn/tag/linked-list/'],['https://leetcode.cn/problems/split-linked-list-in-parts/'],246556
评论 (464),longest-increasing-path-in-a-matrix,困难,"给定一个 m x n 整数矩阵 matrix ，找出其中 最长递增路径 的长度。
对于每个单元格，你可以往上，下，左，右四个方向移动。 你 不能 在 对角线 方向上移动或移动到 边界外（即不允许环绕）。
  示例 1：
输入：matrix = [[9,9,4],[6,6,8],[2,1,1]]
输出：4 
解释：最长递增路径为 [1, 2, 6, 9]。
示例 2：
输入：matrix = [[3,4,5],[3,2,6],[2,2,1]]
输出：4 
解释：最长递增路径是 [3, 4, 5, 6]。注意不允许在对角线方向上移动。
示例 3：
输入：matrix = [[1]]
输出：1
  提示：
m == matrix.length
n == matrix[i].length
1 <= m, n <= 200
0 <= matrix[i][j] <= 231 - 1",648,https://assets.leetcode.com/uploads/2021/01/05/grid1.jpg,74087,"['https://leetcode.cn/tag/depth-first-search/', 'https://leetcode.cn/tag/breadth-first-search/', 'https://leetcode.cn/tag/graph/', 'https://leetcode.cn/tag/topological-sort/', 'https://leetcode.cn/tag/memoization/', 'https://leetcode.cn/tag/dynamic-programming/']",[],147354
评论 (219),patching-array,困难,"给定一个已排序的正整数数组 nums ，和一个正整数 n 。从 [1, n] 区间内选取任意个数字补充到 nums 中，使得 [1, n] 区间内的任何数字都可以用 nums 中某几个数字的和来表示。
请返回 满足上述要求的最少需要补充的数字个数 。
  示例 1:
输入: nums = [1,3], n = 6
输出: 1 
解释:
根据 nums 里现有的组合 [1], [3], [1,3]，可以得出 1, 3, 4。
现在如果我们将 2 添加到 nums 中， 组合变为: [1], [2], [3], [1,3], [2,3], [1,2,3]。
其和可以表示数字 1, 2, 3, 4, 5, 6，能够覆盖 [1, 6] 区间里所有的数。
所以我们最少需要添加一个数字。
示例 2:
输入: nums = [1,5,10], n = 20
输出: 2
解释: 我们需要添加 [2,4]。
示例 3:
输入: nums = [1,2,2], n = 5
输出: 0
  提示：
1 <= nums.length <= 1000
1 <= nums[i] <= 104
nums 按 升序排列
1 <= n <= 231 - 1",315,,20574,"['https://leetcode.cn/tag/greedy/', 'https://leetcode.cn/tag/array/']",[],38797
评论 (459),verify-preorder-serialization-of-a-binary-tree,中等,"序列化二叉树的一种方法是使用 前序遍历 。当我们遇到一个非空节点时，我们可以记录下这个节点的值。如果它是一个空节点，我们可以使用一个标记值记录，例如 #。
例如，上面的二叉树可以被序列化为字符串 ""9,3,4,#,#,1,#,#,2,#,6,#,#""，其中 # 代表一个空节点。
给定一串以逗号分隔的序列，验证它是否是正确的二叉树的前序序列化。编写一个在不重构树的条件下的可行算法。
保证 每个以逗号分隔的字符或为一个整数或为一个表示 null 指针的 '#' 。
你可以认为输入格式总是有效的
例如它永远不会包含两个连续的逗号，比如 ""1,,3"" 。
注意：不允许重建树。
  示例 1:
输入: preorder = ""9,3,4,#,#,1,#,#,2,#,6,#,#""
输出: true
示例 2:
输入: preorder = ""1,#""
输出: false
示例 3:
输入: preorder = ""9,#,#,1""
输出: false
  提示:
1 <= preorder.length <= 104
preorder 由以逗号 “，” 分隔的 [0,100] 范围内的整数和 “#” 组成",379,,51877,"['https://leetcode.cn/tag/stack/', 'https://leetcode.cn/tag/tree/', 'https://leetcode.cn/tag/string/', 'https://leetcode.cn/tag/binary-tree/']",[],108074
评论 (431),reconstruct-itinerary,困难,"给你一份航线列表 tickets ，其中 tickets[i] = [fromi, toi] 表示飞机出发和降落的机场地点。请你对该行程进行重新规划排序。
所有这些机票都属于一个从 JFK（肯尼迪国际机场）出发的先生，所以该行程必须从 JFK 开始。如果存在多种有效的行程，请你按字典排序返回最小的行程组合。
例如，行程 [""JFK"", ""LGA""] 与 [""JFK"", ""LGB""] 相比就更小，排序更靠前。
假定所有机票至少存在一种合理的行程。且所有的机票 必须都用一次 且 只能用一次。
  示例 1：
输入：tickets = [[""MUC"",""LHR""],[""JFK"",""MUC""],[""SFO"",""SJC""],[""LHR"",""SFO""]]
输出：[""JFK"",""MUC"",""LHR"",""SFO"",""SJC""]
示例 2：
输入：tickets = [[""JFK"",""SFO""],[""JFK"",""ATL""],[""SFO"",""ATL""],[""ATL"",""JFK""],[""ATL"",""SFO""]]
输出：[""JFK"",""ATL"",""JFK"",""SFO"",""ATL"",""SFO""]
解释：另一种有效的行程是 [""JFK"",""SFO"",""ATL"",""JFK"",""ATL"",""SFO""] ，但是它字典排序更大更靠后。
  提示：
1 <= tickets.length <= 300
tickets[i].length == 2
fromi.length == 3
toi.length == 3
fromi 和 toi 由大写英文字母组成
fromi != toi",567,https://assets.leetcode.com/uploads/2021/03/14/itinerary1-graph.jpg,56449,"['https://leetcode.cn/tag/depth-first-search/', 'https://leetcode.cn/tag/graph/', 'https://leetcode.cn/tag/eulerian-circuit/']",[],121736
评论 (49),largest-bst-subtree,Unknown,,-1,,-1,[],[],-1
评论 (489),increasing-triplet-subsequence,中等,"给你一个整数数组 nums ，判断这个数组中是否存在长度为 3 的递增子序列。
如果存在这样的三元组下标 (i, j, k) 且满足 i < j < k ，使得 nums[i] < nums[j] < nums[k] ，返回 true ；否则，返回 false 。
  示例 1：
输入：nums = [1,2,3,4,5]
输出：true
解释：任何 i < j < k 的三元组都满足题意
示例 2：
输入：nums = [5,4,3,2,1]
输出：false
解释：不存在满足题意的三元组
示例 3：
输入：nums = [2,1,5,0,4,6]
输出：true
解释：三元组 (3, 4, 5) 满足题意，因为 nums[3] == 0 < nums[4] == 4 < nums[5] == 6
  提示：
1 <= nums.length <= 5 * 105
-231 <= nums[i] <= 231 - 1
  进阶：你能实现时间复杂度为 O(n) ，空间复杂度为 O(1) 的解决方案吗？",578,,95242,"['https://leetcode.cn/tag/greedy/', 'https://leetcode.cn/tag/array/']",['https://leetcode.cn/problems/longest-increasing-subsequence/'],220046
评论 (188),self-crossing,困难,"给你一个整数数组 distance 。
从 X-Y 平面上的点 (0,0) 开始，先向北移动 distance[0] 米，然后向西移动 distance[1] 米，向南移动 distance[2] 米，向东移动 distance[3] 米，持续移动。也就是说，每次移动后你的方位会发生逆时针变化。
判断你所经过的路径是否相交。如果相交，返回 true ；否则，返回 false 。
  示例 1：
输入：distance = [2,1,1,2]
输出：true
示例 2：
输入：distance = [1,2,3,4]
输出：false
示例 3：
输入：distance = [1,1,1,1]
输出：true
  提示：
1 <= distance.length <= 105
1 <= distance[i] <= 105",150,https://assets.leetcode.com/uploads/2021/03/14/selfcross1-plane.jpg,17152,"['https://leetcode.cn/tag/geometry/', 'https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/math/']",[],40063
